name,radius,distance,atmosphere,P. Habitable Class,P. Disc. Method,P. Disc. Year,
Kepler-831 b,1.27,577,metals-rich,non-habitable,Transit,2016,
Kepler-832 b,2.06,1346,metals-rich,non-habitable,Transit,2016,
Kepler-833 b,2.02,421,metals-rich,non-habitable,Transit,2016,
Kepler-834 b,2.02,620,metals-rich,non-habitable,Transit,2016,
Kepler-835 b,2.79,2011,metals-rich,non-habitable,Transit,2016,
Kepler-836 b,2.73,1003,metals-rich,non-habitable,Transit,2016,
Kepler-837 b,2.55,846,metals-rich,non-habitable,Transit,2016,
Kepler-838 b,2.73,1210,metals-rich,non-habitable,Transit,2016,
Kepler-839 b,2.56,833,metals-rich,non-habitable,Transit,2016,
Kepler-840 b,17.06,778,,non-habitable,Transit,2016,
Kepler-841 b,5.23,1052,metals-rich,non-habitable,Transit,2016,
Kepler-842 b,1.6,552,metals-rich,non-habitable,Transit,2016,
Kepler-843 b,2.59,1247,no-atmosphere,non-habitable,Transit,2016,
Kepler-844 b,1.68,394,metals-rich,non-habitable,Transit,2016,
Kepler-845 b,2.04,471,metals-rich,non-habitable,Transit,2016,
Kepler-846 b,2.48,1233,metals-rich,non-habitable,Transit,2016,
Kepler-847 b,1.18,529,no-atmosphere,non-habitable,Transit,2016,
Kepler-848 b,1.7,797,metals-rich,non-habitable,Transit,2016,
Kepler-849 b,7.13,747,hydrogen-rich,non-habitable,Transit,2016,
Kepler-850 b,1.78,1535,metals-rich,non-habitable,Transit,2016,
Kepler-851 b,1.68,869,metals-rich,non-habitable,Transit,2016,
Kepler-852 b,2.54,854,metals-rich,non-habitable,Transit,2016,
Kepler-853 b,1.69,610,metals-rich,non-habitable,Transit,2016,
Kepler-854 b,16.71,741,,non-habitable,Transit,2016,
Kepler-855 b,8.34,1043,metals-rich,non-habitable,Transit,2016,
Kepler-856 b,9.3,1175,hydrogen-rich,non-habitable,Transit,2016,
Kepler-857 b,6.8,1039,hydrogen-rich,non-habitable,Transit,2016,
Kepler-858 b,4.86,296,metals-rich,non-habitable,Transit,2016,
Kepler-859 b,3.09,915,metals-rich,non-habitable,Transit,2016,
Kepler-860 b,3.24,1295,metals-rich,non-habitable,Transit,2016,
Kepler-861 b,2.27,806,metals-rich,non-habitable,Transit,2016,
Kepler-862 b,2.21,806,metals-rich,non-habitable,Transit,2016,
Kepler-863 b,2.9,1145,metals-rich,non-habitable,Transit,2016,
Kepler-864 b,2.4,1573,metals-rich,non-habitable,Transit,2016,
Kepler-865 b,2.49,664,metals-rich,non-habitable,Transit,2016,
Kepler-866 b,1.62,690,metals-rich,non-habitable,Transit,2016,
Kepler-867 b,4.64,824,metals-rich,non-habitable,Transit,2016,
Kepler-868 b,2.05,1269,metals-rich,non-habitable,Transit,2016,
Kepler-869 b,3.61,957,metals-rich,non-habitable,Transit,2016,
Kepler-870 b,2.78,1231,metals-rich,non-habitable,Transit,2016,
Kepler-871 b,3.74,1695,metals-rich,non-habitable,Transit,2016,
Kepler-872 b,1.99,1114,metals-rich,non-habitable,Transit,2016,
Kepler-873 b,3.75,1397,metals-rich,non-habitable,Transit,2016,
Kepler-874 b,3.94,1072,metals-rich,non-habitable,Transit,2016,
Kepler-875 b,2.9,1244,metals-rich,non-habitable,Transit,2016,
Kepler-876 b,1.43,735,metals-rich,non-habitable,Transit,2016,
Kepler-877 b,2.12,572,metals-rich,non-habitable,Transit,2016,
Kepler-878 b,1.93,567,metals-rich,non-habitable,Transit,2016,
Kepler-879 b,2.56,772,metals-rich,non-habitable,Transit,2016,
Kepler-880 b,2.65,673,no-atmosphere,non-habitable,Transit,2016,
Kepler-881 b,1.78,1364,metals-rich,non-habitable,Transit,2016,
Kepler-882 b,1.23,525,no-atmosphere,non-habitable,Transit,2016,
Kepler-883 b,1.78,549,metals-rich,non-habitable,Transit,2016,
Kepler-884 b,1.23,420,metals-rich,non-habitable,Transit,2016,
Kepler-885 b,2.5,632,metals-rich,non-habitable,Transit,2016,
Kepler-886 b,1.52,857,metals-rich,non-habitable,Transit,2016,
Kepler-887 b,1.84,831,metals-rich,non-habitable,Transit,2016,
Kepler-887 c,1.13,831,no-atmosphere,non-habitable,Transit,2016,
Kepler-888 b,1.76,413,metals-rich,non-habitable,Transit,2016,
Kepler-889 b,1.09,513,no-atmosphere,non-habitable,Transit,2016,
Kepler-890 b,8.88,1387,hydrogen-rich,non-habitable,Transit,2016,
Kepler-891 b,6.41,1372,metals-rich,non-habitable,Transit,2016,
Kepler-892 b,2.81,640,metals-rich,non-habitable,Transit,2016,
Kepler-893 b,3.02,1216,metals-rich,non-habitable,Transit,2016,
Kepler-894 b,2.78,1090,metals-rich,non-habitable,Transit,2016,
Kepler-895 b,1.53,516,metals-rich,non-habitable,Transit,2016,
Kepler-896 b,2.53,896,metals-rich,non-habitable,Transit,2016,
Kepler-897 b,2.39,1147,metals-rich,non-habitable,Transit,2016,
Kepler-898 b,1.49,479,metals-rich,non-habitable,Transit,2016,
Kepler-899 b,2.68,1038,metals-rich,non-habitable,Transit,2016,
Kepler-900 b,2.08,505,metals-rich,non-habitable,Transit,2016,
Kepler-901 b,1.37,241,metals-rich,non-habitable,Transit,2016,
Kepler-902 b,2.54,904,metals-rich,non-habitable,Transit,2016,
Kepler-903 b,2,829,metals-rich,non-habitable,Transit,2016,
Kepler-903 c,2.53,829,metals-rich,non-habitable,Transit,2016,
Kepler-904 b,1.77,1151,metals-rich,non-habitable,Transit,2016,
Kepler-905 b,1.41,521,metals-rich,non-habitable,Transit,2016,
Kepler-906 b,2.11,758,metals-rich,non-habitable,Transit,2016,
Kepler-907 b,1.2,352,metals-rich,non-habitable,Transit,2016,
Kepler-908 b,1.22,250,no-atmosphere,non-habitable,Transit,2016,
Kepler-909 b,1.47,318,metals-rich,non-habitable,Transit,2016,
Kepler-910 b,0.82,402,no-atmosphere,non-habitable,Transit,2016,
Kepler-911 b,2.6,567,no-atmosphere,non-habitable,Transit,2016,
Kepler-912 b,2.8,1265,no-atmosphere,non-habitable,Transit,2016,
Kepler-913 b,2.06,597,metals-rich,non-habitable,Transit,2016,
Kepler-914 b,1.38,678,metals-rich,non-habitable,Transit,2016,
Kepler-915 b,1.5,806,metals-rich,non-habitable,Transit,2016,
Kepler-916 b,1.76,769,metals-rich,non-habitable,Transit,2016,
Kepler-917 b,1.9,1027,metals-rich,non-habitable,Transit,2016,
Kepler-918 b,1.74,1245,metals-rich,non-habitable,Transit,2016,
Kepler-919 b,2.25,1219,metals-rich,non-habitable,Transit,2016,
Kepler-920 b,2.42,926,metals-rich,non-habitable,Transit,2016,
Kepler-920 c,3.8,926,metals-rich,non-habitable,Transit,2016,
Kepler-921 b,2.87,847,metals-rich,non-habitable,Transit,2016,
Kepler-922 b,1.42,558,no-atmosphere,non-habitable,Transit,2016,
Kepler-923 b,1.38,966,metals-rich,non-habitable,Transit,2016,
Kepler-924 b,3.07,995,metals-rich,non-habitable,Transit,2016,
Kepler-925 b,2.34,623,hydrogen-rich,non-habitable,Transit,2016,
Kepler-926 b,2.31,771,metals-rich,non-habitable,Transit,2016,
Kepler-927 b,1.71,879,metals-rich,non-habitable,Transit,2016,
Kepler-928 b,1.59,532,metals-rich,non-habitable,Transit,2016,
Kepler-929 b,1.11,820,no-atmosphere,non-habitable,Transit,2016,
Kepler-930 b,2.13,905,metals-rich,non-habitable,Transit,2016,
Kepler-931 b,1.33,490,metals-rich,non-habitable,Transit,2016,
Kepler-932 b,1.37,478,metals-rich,non-habitable,Transit,2016,
Kepler-933 b,2.45,922,metals-rich,non-habitable,Transit,2016,
Kepler-934 b,2.08,603,metals-rich,non-habitable,Transit,2016,
Kepler-935 b,1.34,482,metals-rich,non-habitable,Transit,2016,
Kepler-936 b,1.44,687,metals-rich,non-habitable,Transit,2016,
Kepler-937 b,3.72,1482,metals-rich,non-habitable,Transit,2016,
Kepler-937 c,2.67,1482,metals-rich,non-habitable,Transit,2016,
Kepler-938 b,2.22,861,metals-rich,non-habitable,Transit,2016,
Kepler-939 b,1.75,1029,metals-rich,non-habitable,Transit,2016,
Kepler-940 b,3.34,1317,metals-rich,non-habitable,Transit,2016,
Kepler-941 b,3.08,1105,metals-rich,non-habitable,Transit,2016,
Kepler-942 b,2.13,218,metals-rich,non-habitable,Transit,2016,
Kepler-943 b,5.92,1239,metals-rich,non-habitable,Transit,2016,
Kepler-944 b,2.63,1035,metals-rich,non-habitable,Transit,2016,
Kepler-945 b,2.63,1543,metals-rich,non-habitable,Transit,2016,
Kepler-946 b,1.93,918,metals-rich,non-habitable,Transit,2016,
Kepler-947 b,2.27,1188,metals-rich,non-habitable,Transit,2016,
Kepler-948 b,1.85,884,metals-rich,non-habitable,Transit,2016,
Kepler-949 b,2.91,572,metals-rich,non-habitable,Transit,2016,
Kepler-950 b,8.97,1489,hydrogen-rich,non-habitable,Transit,2016,
Kepler-951 b,5.59,408,metals-rich,non-habitable,Transit,2016,
Kepler-952 b,7.64,1167,hydrogen-rich,non-habitable,Transit,2016,
Kepler-953 b,4.21,240,metals-rich,non-habitable,Transit,2016,
Kepler-953 c,1.19,240,metals-rich,non-habitable,Transit,2016,
Kepler-954 b,2.32,224,metals-rich,non-habitable,Transit,2016,
Kepler-955 b,3.12,637,metals-rich,non-habitable,Transit,2016,
Kepler-956 b,3,631,metals-rich,non-habitable,Transit,2016,
Kepler-957 b,5.5,749,metals-rich,non-habitable,Transit,2016,
Kepler-958 b,2.06,467,metals-rich,non-habitable,Transit,2016,
Kepler-959 b,4.38,1003,metals-rich,non-habitable,Transit,2016,
Kepler-960 b,2.28,298,metals-rich,non-habitable,Transit,2016,
Kepler-961 b,2.54,607,metals-rich,non-habitable,Transit,2016,
Kepler-962 b,1.97,439,metals-rich,non-habitable,Transit,2016,
Kepler-963 b,2.65,786,metals-rich,non-habitable,Transit,2016,
Kepler-964 b,2.12,478,metals-rich,non-habitable,Transit,2016,
Kepler-965 b,3.38,618,metals-rich,non-habitable,Transit,2016,
Kepler-966 b,4.12,773,metals-rich,non-habitable,Transit,2016,
Kepler-967 b,2.35,499,metals-rich,non-habitable,Transit,2016,
Kepler-967 c,3.65,499,metals-rich,non-habitable,Transit,2016,
Kepler-968 b,1.99,312,metals-rich,non-habitable,Transit,2016,
Kepler-968 c,1.69,312,metals-rich,non-habitable,Transit,2016,
Kepler-969 b,2.07,411,metals-rich,non-habitable,Transit,2016,
Kepler-969 c,0.99,411,no-atmosphere,non-habitable,Transit,2016,
Kepler-970 b,2.77,350,metals-rich,non-habitable,Transit,2016,
Kepler-971 b,2.13,345,metals-rich,non-habitable,Transit,2016,
Kepler-972 b,4.65,1304,metals-rich,non-habitable,Transit,2016,
Kepler-973 b,1.96,297,metals-rich,non-habitable,Transit,2016,
Kepler-974 b,1.57,121,metals-rich,non-habitable,Transit,2016,
Kepler-975 b,1.48,404,metals-rich,non-habitable,Transit,2016,
Kepler-976 b,3.95,1020,metals-rich,non-habitable,Transit,2016,
Kepler-977 b,2.62,664,metals-rich,non-habitable,Transit,2016,
Kepler-978 b,2.99,624,metals-rich,non-habitable,Transit,2016,
Kepler-979 b,2.72,606,metals-rich,non-habitable,Transit,2016,
Kepler-980 b,2.67,804,metals-rich,non-habitable,Transit,2016,
Kepler-981 b,2.31,913,metals-rich,non-habitable,Transit,2016,
Kepler-982 b,2.25,702,metals-rich,non-habitable,Transit,2016,
Kepler-983 b,2.36,655,metals-rich,non-habitable,Transit,2016,
Kepler-984 b,2.12,461,metals-rich,non-habitable,Transit,2016,
Kepler-985 b,2.98,741,metals-rich,non-habitable,Transit,2016,
Kepler-986 b,2.36,563,metals-rich,non-habitable,Transit,2016,
Kepler-987 b,3.26,936,metals-rich,non-habitable,Transit,2016,
Kepler-988 b,2.07,248,metals-rich,non-habitable,Transit,2016,
Kepler-989 b,2.21,484,metals-rich,non-habitable,Transit,2016,
Kepler-990 b,2.6,933,metals-rich,non-habitable,Transit,2016,
Kepler-990 c,1.52,933,no-atmosphere,non-habitable,Transit,2016,
Kepler-991 b,2.54,370,metals-rich,non-habitable,Transit,2016,
Kepler-992 b,1.62,268,metals-rich,non-habitable,Transit,2016,
Kepler-993 b,2.97,298,metals-rich,non-habitable,Transit,2016,
Kepler-994 b,1.6,170,metals-rich,non-habitable,Transit,2016,
Kepler-995 b,2.7,659,metals-rich,non-habitable,Transit,2016,
Kepler-996 b,1.98,1098,metals-rich,non-habitable,Transit,2016,
Kepler-997 b,1.36,470,no-atmosphere,non-habitable,Transit,2016,
Kepler-998 b,2.32,996,metals-rich,non-habitable,Transit,2016,
Kepler-999 b,2.34,568,metals-rich,non-habitable,Transit,2016,
Kepler-1000 b,4.76,925,metals-rich,non-habitable,Transit,2016,
Kepler-1001 b,3.15,1009,metals-rich,non-habitable,Transit,2016,
Kepler-1002 b,1.71,425,metals-rich,non-habitable,Transit,2016,
Kepler-1003 b,1.78,873,metals-rich,non-habitable,Transit,2016,
Kepler-1004 b,6.27,1080,metals-rich,non-habitable,Transit,2016,
Kepler-1005 b,1.5,515,metals-rich,non-habitable,Transit,2016,
Kepler-1006 b,1.53,496,metals-rich,non-habitable,Transit,2016,
Kepler-1007 b,1.43,365,metals-rich,non-habitable,Transit,2016,
Kepler-1008 b,1.28,299,metals-rich,non-habitable,Transit,2016,
Kepler-1009 b,2.17,281,metals-rich,non-habitable,Transit,2016,
Kepler-1010 b,2.32,610,metals-rich,non-habitable,Transit,2016,
Kepler-1011 b,2.87,860,metals-rich,non-habitable,Transit,2016,
Kepler-1012 b,1.29,420,metals-rich,non-habitable,Transit,2016,
Kepler-1013 b,2.15,433,metals-rich,non-habitable,Transit,2016,
Kepler-1014 b,2.39,672,metals-rich,non-habitable,Transit,2016,
Kepler-1015 b,3.55,932,metals-rich,non-habitable,Transit,2016,
Kepler-1016 b,2.17,1239,metals-rich,non-habitable,Transit,2016,
Kepler-1016 c,3.67,1239,metals-rich,non-habitable,Transit,2016,
Kepler-1017 b,1.99,554,metals-rich,non-habitable,Transit,2016,
Kepler-1018 b,2.58,894,metals-rich,non-habitable,Transit,2016,
Kepler-1019 b,1.46,198,metals-rich,non-habitable,Transit,2016,
Kepler-1020 b,2.27,446,hydrogen-rich,non-habitable,Transit,2016,
Kepler-1021 b,2.33,837,metals-rich,non-habitable,Transit,2016,
Kepler-1022 b,2.36,455,metals-rich,non-habitable,Transit,2016,
Kepler-1023 b,2.63,686,metals-rich,non-habitable,Transit,2016,
Kepler-1024 b,3.91,1017,metals-rich,non-habitable,Transit,2016,
Kepler-1025 b,1.98,716,metals-rich,non-habitable,Transit,2016,
Kepler-1026 b,2.21,389,metals-rich,non-habitable,Transit,2016,
Kepler-1027 b,0.88,291,no-atmosphere,non-habitable,Transit,2016,
Kepler-1028 b,1.33,633,no-atmosphere,non-habitable,Transit,2016,
Kepler-1029 b,1.25,422,metals-rich,non-habitable,Transit,2016,
Kepler-1030 b,2.48,795,metals-rich,non-habitable,Transit,2016,
Kepler-1031 b,0.87,741,no-atmosphere,non-habitable,Transit,2016,
Kepler-1032 b,1.87,607,metals-rich,non-habitable,Transit,2016,
Kepler-1033 b,2.51,1425,no-atmosphere,non-habitable,Transit,2016,
Kepler-1034 b,2.26,706,metals-rich,non-habitable,Transit,2016,
Kepler-1035 b,1.16,408,no-atmosphere,non-habitable,Transit,2016,
Kepler-1036 b,3.01,507,metals-rich,non-habitable,Transit,2016,
Kepler-1037 b,1.28,451,no-atmosphere,non-habitable,Transit,2016,
Kepler-1038 b,3.53,622,metals-rich,non-habitable,Transit,2016,
Kepler-1039 b,1.46,324,metals-rich,non-habitable,Transit,2016,
Kepler-1040 b,2.08,473,metals-rich,non-habitable,Transit,2016,
Kepler-1041 b,2.93,979,metals-rich,non-habitable,Transit,2016,
Kepler-1042 b,2.18,659,metals-rich,non-habitable,Transit,2016,
Kepler-1043 b,2.54,838,metals-rich,non-habitable,Transit,2016,
Kepler-1044 b,2.67,1507,no-atmosphere,non-habitable,Transit,2016,
Kepler-1045 b,2.69,971,metals-rich,non-habitable,Transit,2016,
Kepler-1046 b,1.71,518,metals-rich,non-habitable,Transit,2016,
Kepler-1047 b,2.08,566,metals-rich,non-habitable,Transit,2016,
Kepler-1047 c,0.99,566,no-atmosphere,non-habitable,Transit,2016,
Kepler-1048 b,1.61,415,metals-rich,non-habitable,Transit,2016,
Kepler-1049 b,0.95,129,no-atmosphere,non-habitable,Transit,2016,
Kepler-1050 b,1.6,555,metals-rich,non-habitable,Transit,2016,
Kepler-1050 c,1.48,555,metals-rich,non-habitable,Transit,2016,
Kepler-1051 b,3.39,1021,metals-rich,non-habitable,Transit,2016,
Kepler-1052 b,2.92,1051,metals-rich,non-habitable,Transit,2016,
Kepler-1053 b,0.97,171,no-atmosphere,non-habitable,Transit,2016,
Kepler-1054 b,2.63,1050,no-atmosphere,non-habitable,Transit,2016,
Kepler-1055 b,1.23,422,no-atmosphere,non-habitable,Transit,2016,
Kepler-1056 b,3.01,971,metals-rich,non-habitable,Transit,2016,
Kepler-1057 b,3.36,1462,metals-rich,non-habitable,Transit,2016,
Kepler-1058 b,2.72,525,metals-rich,non-habitable,Transit,2016,
Kepler-1059 b,1.72,673,metals-rich,non-habitable,Transit,2016,
Kepler-1060 b,2.37,861,metals-rich,non-habitable,Transit,2016,
Kepler-1061 b,1.98,585,metals-rich,non-habitable,Transit,2016,
Kepler-1062 b,1.76,388,metals-rich,non-habitable,Transit,2016,
Kepler-1063 b,1.49,365,metals-rich,non-habitable,Transit,2016,
Kepler-1064 b,1.55,374,metals-rich,non-habitable,Transit,2016,
Kepler-1065 b,3.73,1078,metals-rich,non-habitable,Transit,2016,
Kepler-1065 c,1.6,1078,metals-rich,non-habitable,Transit,2016,
Kepler-1066 b,2.36,399,metals-rich,non-habitable,Transit,2016,
Kepler-1067 b,0.8,689,no-atmosphere,non-habitable,Transit,2016,
Kepler-1068 b,3.63,1532,metals-rich,non-habitable,Transit,2016,
Kepler-1069 b,1.6,435,metals-rich,non-habitable,Transit,2016,
Kepler-1070 b,1.72,1040,metals-rich,non-habitable,Transit,2016,
Kepler-1071 b,2.37,964,metals-rich,non-habitable,Transit,2016,
Kepler-1072 b,1.58,976,no-atmosphere,non-habitable,Transit,2016,
Kepler-1073 b,2.3,837,metals-rich,non-habitable,Transit,2016,
Kepler-1073 c,1.64,837,metals-rich,non-habitable,Transit,2016,
Kepler-1074 b,1.25,245,metals-rich,non-habitable,Transit,2016,
Kepler-1075 b,1.42,265,metals-rich,non-habitable,Transit,2016,
Kepler-1076 b,0.8,199,no-atmosphere,non-habitable,Transit,2016,
Kepler-1077 b,2.77,1098,metals-rich,non-habitable,Transit,2016,
Kepler-1078 b,1.9,1215,metals-rich,non-habitable,Transit,2016,
Kepler-1079 b,1.62,481,metals-rich,non-habitable,Transit,2016,
Kepler-1080 b,3.28,688,metals-rich,non-habitable,Transit,2016,
Kepler-1081 b,1.01,425,no-atmosphere,non-habitable,Transit,2016,
Kepler-1082 b,1.12,628,no-atmosphere,non-habitable,Transit,2016,
Kepler-1083 b,3.36,912,metals-rich,non-habitable,Transit,2016,
Kepler-1084 b,1.11,427,no-atmosphere,non-habitable,Transit,2016,
Kepler-1085 b,7.21,1518,hydrogen-rich,non-habitable,Transit,2016,
Kepler-1086 b,2.44,464,hydrogen-rich,non-habitable,Transit,2016,
Kepler-1086 c,2.93,464,metals-rich,non-habitable,Transit,2016,
Kepler-1087 b,0.6,354,no-atmosphere,non-habitable,Transit,2016,
Kepler-1088 b,1.42,300,metals-rich,non-habitable,Transit,2016,
Kepler-1089 b,1.83,227,metals-rich,non-habitable,Transit,2016,
Kepler-1090 b,2.25,702,hydrogen-rich,mesoplanet,Transit,2016,
Kepler-1091 b,1.46,915,no-atmosphere,non-habitable,Transit,2016,
Kepler-1092 b,2.07,914,metals-rich,non-habitable,Transit,2016,
Kepler-1093 b,1.95,848,metals-rich,non-habitable,Transit,2016,
Kepler-1093 c,1.96,848,metals-rich,non-habitable,Transit,2016,
Kepler-1094 b,3.18,1371,metals-rich,non-habitable,Transit,2016,
Kepler-1095 b,1.21,758,no-atmosphere,non-habitable,Transit,2016,
Kepler-1096 b,1.24,344,metals-rich,non-habitable,Transit,2016,
Kepler-1097 b,3.26,738,metals-rich,non-habitable,Transit,2016,
Kepler-1098 b,1.3,876,no-atmosphere,non-habitable,Transit,2016,
Kepler-1099 b,2.82,1209,no-atmosphere,non-habitable,Transit,2016,
Kepler-1100 b,1.75,940,metals-rich,non-habitable,Transit,2016,
Kepler-1101 b,2.46,897,hydrogen-rich,non-habitable,Transit,2016,
Kepler-1102 b,2.65,986,metals-rich,non-habitable,Transit,2016,
Kepler-1103 b,2.27,921,metals-rich,non-habitable,Transit,2016,
Kepler-1104 b,1.23,516,no-atmosphere,non-habitable,Transit,2016,
Kepler-1105 b,2,369,metals-rich,non-habitable,Transit,2016,
Kepler-1106 b,1.65,1168,metals-rich,non-habitable,Transit,2016,
Kepler-1107 b,1.34,457,no-atmosphere,non-habitable,Transit,2016,
Kepler-1108 b,1.46,764,metals-rich,non-habitable,Transit,2016,
Kepler-1109 b,2.18,797,metals-rich,non-habitable,Transit,2016,
Kepler-1110 b,2.65,726,metals-rich,non-habitable,Transit,2016,
Kepler-1111 b,1.99,1142,metals-rich,non-habitable,Transit,2016,
Kepler-1112 b,3.01,1734,metals-rich,non-habitable,Transit,2016,
Kepler-1113 b,2.81,1127,metals-rich,non-habitable,Transit,2016,
Kepler-1114 b,1.34,427,metals-rich,non-habitable,Transit,2016,
Kepler-1115 b,1.7,935,metals-rich,non-habitable,Transit,2016,
Kepler-1116 b,2.54,1017,metals-rich,non-habitable,Transit,2016,
Kepler-1117 b,1.11,619,no-atmosphere,non-habitable,Transit,2016,
Kepler-1118 b,2.73,818,metals-rich,non-habitable,Transit,2016,
Kepler-1119 b,1.92,1288,metals-rich,non-habitable,Transit,2016,
Kepler-1120 b,1.38,635,metals-rich,non-habitable,Transit,2016,
Kepler-1121 b,1.9,529,metals-rich,non-habitable,Transit,2016,
Kepler-1122 b,2.04,924,metals-rich,non-habitable,Transit,2016,
Kepler-1123 b,1.67,796,metals-rich,non-habitable,Transit,2016,
Kepler-1124 b,1.28,177,metals-rich,non-habitable,Transit,2016,
Kepler-1125 b,1.84,910,metals-rich,non-habitable,Transit,2016,
Kepler-1126 b,1.72,668,metals-rich,non-habitable,Transit,2016,
Kepler-1127 b,1.96,996,metals-rich,non-habitable,Transit,2016,
Kepler-1128 b,3.65,1163,metals-rich,non-habitable,Transit,2016,
Kepler-1129 b,2.96,1258,metals-rich,non-habitable,Transit,2016,
Kepler-1129 c,2.73,1258,metals-rich,non-habitable,Transit,2016,
Kepler-1130 b,0.8,234,no-atmosphere,non-habitable,Transit,2016,
Kepler-1131 b,1.59,1109,metals-rich,non-habitable,Transit,2016,
Kepler-1132 b,2.35,940,hydrogen-rich,non-habitable,Transit,2016,
Kepler-1133 b,1.97,821,metals-rich,non-habitable,Transit,2016,
Kepler-1134 b,2.64,997,metals-rich,non-habitable,Transit,2016,
Kepler-1135 b,1.85,728,metals-rich,non-habitable,Transit,2016,
Kepler-1136 b,1.64,545,metals-rich,non-habitable,Transit,2016,
Kepler-1137 b,2.2,971,metals-rich,non-habitable,Transit,2016,
Kepler-1138 b,1.7,1101,metals-rich,non-habitable,Transit,2016,
Kepler-1139 b,1.19,555,no-atmosphere,non-habitable,Transit,2016,
Kepler-1140 b,2.77,657,metals-rich,non-habitable,Transit,2016,
Kepler-1141 b,0.82,365,no-atmosphere,non-habitable,Transit,2016,
Kepler-1142 b,1.47,697,metals-rich,non-habitable,Transit,2016,
Kepler-1143 b,1.67,632,metals-rich,non-habitable,Transit,2016,
Kepler-1143 c,3.6,632,metals-rich,non-habitable,Transit,2016,
Kepler-1144 b,1.99,1012,metals-rich,non-habitable,Transit,2016,
Kepler-1145 b,1.4,714,metals-rich,non-habitable,Transit,2016,
Kepler-1146 b,1.23,694,metals-rich,non-habitable,Transit,2016,
Kepler-1147 b,2.61,1476,metals-rich,non-habitable,Transit,2016,
Kepler-1148 b,1.69,682,metals-rich,non-habitable,Transit,2016,
Kepler-1149 b,1.43,1023,metals-rich,non-habitable,Transit,2016,
Kepler-1150 b,1.02,373,no-atmosphere,non-habitable,Transit,2016,
Kepler-1151 b,2.22,763,metals-rich,non-habitable,Transit,2016,
Kepler-1152 b,0.87,184,no-atmosphere,non-habitable,Transit,2016,
Kepler-1153 b,1.72,1185,metals-rich,non-habitable,Transit,2016,
Kepler-1154 b,2.34,1531,metals-rich,non-habitable,Transit,2016,
Kepler-1154 c,2.36,1531,metals-rich,non-habitable,Transit,2016,
Kepler-1155 b,2.03,987,metals-rich,non-habitable,Transit,2016,
Kepler-1156 b,1.32,759,metals-rich,non-habitable,Transit,2016,
Kepler-1157 b,1.09,346,no-atmosphere,non-habitable,Transit,2016,
Kepler-1158 b,2.34,1258,metals-rich,non-habitable,Transit,2016,
Kepler-1159 b,2.36,1238,metals-rich,non-habitable,Transit,2016,
Kepler-1160 b,2.14,1293,metals-rich,non-habitable,Transit,2016,
Kepler-1161 b,2.13,428,metals-rich,non-habitable,Transit,2016,
Kepler-1162 b,2.21,989,metals-rich,non-habitable,Transit,2016,
Kepler-1163 b,1.03,487,no-atmosphere,non-habitable,Transit,2016,
Kepler-1164 b,1.12,447,no-atmosphere,non-habitable,Transit,2016,
Kepler-1165 b,1.55,1081,metals-rich,non-habitable,Transit,2016,
Kepler-1166 b,1.69,648,metals-rich,non-habitable,Transit,2016,
Kepler-1167 b,1.71,811,metals-rich,non-habitable,Transit,2016,
Kepler-1168 b,2.5,911,hydrogen-rich,non-habitable,Transit,2016,
Kepler-1169 b,0.94,538,no-atmosphere,non-habitable,Transit,2016,
Kepler-1170 b,2.41,911,metals-rich,non-habitable,Transit,2016,
Kepler-1171 b,2.55,615,no-atmosphere,non-habitable,Transit,2016,
Kepler-1172 b,3.19,1292,metals-rich,non-habitable,Transit,2016,
Kepler-1173 b,0.88,402,no-atmosphere,non-habitable,Transit,2016,
Kepler-1174 b,1.59,829,metals-rich,non-habitable,Transit,2016,
Kepler-1175 b,2.99,1244,metals-rich,non-habitable,Transit,2016,
Kepler-1176 b,2.45,1023,metals-rich,non-habitable,Transit,2016,
Kepler-1177 b,1.9,829,metals-rich,non-habitable,Transit,2016,
Kepler-1178 b,1.06,336,metals-rich,non-habitable,Transit,2016,
Kepler-1179 b,1.32,454,metals-rich,non-habitable,Transit,2016,
Kepler-1180 b,1.99,1284,metals-rich,non-habitable,Transit,2016,
Kepler-1181 b,1.57,867,metals-rich,non-habitable,Transit,2016,
Kepler-1182 b,2.41,1258,metals-rich,non-habitable,Transit,2016,
Kepler-1183 b,2.82,1378,metals-rich,non-habitable,Transit,2016,
Kepler-1184 b,2.68,1193,metals-rich,non-habitable,Transit,2016,
Kepler-1185 b,1.33,296,metals-rich,non-habitable,Transit,2016,
Kepler-1186 b,2.23,1112,metals-rich,non-habitable,Transit,2016,
Kepler-1187 b,2.61,1029,metals-rich,non-habitable,Transit,2016,
Kepler-1188 b,2.08,1202,metals-rich,non-habitable,Transit,2016,
Kepler-1189 b,1.77,883,metals-rich,non-habitable,Transit,2016,
Kepler-1190 b,1.33,384,metals-rich,non-habitable,Transit,2016,
Kepler-1191 b,1.51,876,metals-rich,non-habitable,Transit,2016,
Kepler-1192 b,2.36,1108,metals-rich,non-habitable,Transit,2016,
Kepler-1193 b,1.32,695,no-atmosphere,non-habitable,Transit,2016,
Kepler-1194 b,1.51,616,metals-rich,non-habitable,Transit,2016,
Kepler-1195 b,2.08,812,metals-rich,non-habitable,Transit,2016,
Kepler-1196 b,2.23,946,metals-rich,non-habitable,Transit,2016,
Kepler-1197 b,1.25,505,metals-rich,non-habitable,Transit,2016,
