name,zone,P. Mass Class,atmosphere,habitable,radius,S. Constellation,distance,P. Disc. Method,P. Disc. Year
HD 42012 b,Cold,Jovian,hydrogen-rich,non-habitable,11,Aur,37.1,Radial Velocity,2017
HD 12661 b,Warm,Jovian,hydrogen-rich,non-habitable,11.39,Ari,37.16,Radial Velocity,2000
HD 12661 c,Cold,Jovian,hydrogen-rich,non-habitable,10.98,Ari,37.16,Radial Velocity,2002
HD 195019 b,Hot,Jovian,hydrogen-rich,non-habitable,11.64,Del,37.36,Radial Velocity,1998
HD 168443 b,Hot,Jovian,hydrogen-rich,non-habitable,11.66,Ser,37.38,Radial Velocity,1998
HD 168443 c,Cold,Jovian,hydrogen-rich,non-habitable,10.33,Ser,37.38,Radial Velocity,2001
HD 106252 b,Cold,Jovian,hydrogen-rich,non-habitable,10.13,Vir,37.44,Radial Velocity,2002
HD 38283 b,Hot,Jovian,hydrogen-rich,non-habitable,7.97,Men,37.7,Radial Velocity,2011
HD 47186 b,Hot,Neptunian,metals-rich,non-habitable,4.86,CMa,37.84,Radial Velocity,2008
HD 47186 c,Cold,Jovian,hydrogen-rich,non-habitable,8.04,CMa,37.84,Radial Velocity,2008
BD+26 1888 b,Cold,Jovian,hydrogen-rich,non-habitable,10.55,Cnc,38,Radial Velocity,2016
eta Cet b,Hot,Jovian,hydrogen-rich,non-habitable,11.46,Cet,38,Radial Velocity,2014
eta Cet c,Hot,Jovian,hydrogen-rich,non-habitable,11.61,Cet,38,Radial Velocity,2014
HAT-P-11 b,Hot,Neptunian,metals-rich,non-habitable,4.73,Cyg,38,Primary Transit,2009
HD 117618 b,Hot,Jovian,metals-rich,non-habitable,6.55,Cen,38,Radial Velocity,2004
HD 117618 c,Warm,Jovian,hydrogen-rich,non-habitable,6.8,Cen,38,Radial Velocity,2013
HD 137388 b,Warm,Jovian,hydrogen-rich,non-habitable,7.03,Aps,38,Radial Velocity,2011
HD 164604 b,Cold,Jovian,hydrogen-rich,non-habitable,11.5,Sgr,38,Radial Velocity,2010
HD 215456 b,Hot,Neptunian,metals-rich,non-habitable,5.45,Gru,38,Radial Velocity,2011
HD 215456 c,Cold,Jovian,hydrogen-rich,non-habitable,7.25,Gru,38,Radial Velocity,2011
HD 216770 b,Hot,Jovian,hydrogen-rich,non-habitable,9.41,PsA,38,Radial Velocity,2003
mu Leo b,Hot,Jovian,hydrogen-rich,non-habitable,11.42,Leo,38.05,Radial Velocity,2014
HD 126525 b,Cold,Jovian,hydrogen-rich,non-habitable,7.04,Lup,38.1,Radial Velocity,2011
HD 8673 b,Cold,Jovian,hydrogen-rich,non-habitable,11.33,And,38.25,Radial Velocity,2010
HD 206893 b,Cold,Jovian,hydrogen-rich,non-habitable,10.77,Cap,38.34,Imaging,2016
gamma 1 Leo b,Hot,Jovian,,non-habitable,,Leo,38.5,Radial Velocity,2009
HD 108147 b,Hot,Jovian,metals-rich,non-habitable,7.38,Cru,38.57,Radial Velocity,2002
HD 31527 b,Hot,Neptunian,metals-rich,non-habitable,3.87,Lep,38.6,Radial Velocity,2011
HD 31527 c,Hot,Neptunian,metals-rich,non-habitable,4.3,Lep,38.6,Radial Velocity,2011
HD 31527 d,Hot,Neptunian,metals-rich,non-habitable,4.36,Lep,38.6,Radial Velocity,2011
Kepler-42 b,Hot,Subterran,no-atmosphere,non-habitable,0.78,Cyg,38.7,Primary Transit,2012
Kepler-42 c,Hot,Subterran,no-atmosphere,non-habitable,0.73,Cyg,38.7,Primary Transit,2012
Kepler-42 d,Hot,Subterran,no-atmosphere,non-habitable,0.57,Cyg,38.7,Primary Transit,2012
HD 7449 b,Cold,Jovian,hydrogen-rich,non-habitable,10.45,Cet,39,Radial Velocity,2011
HD 7449 c,Cold,Jovian,hydrogen-rich,non-habitable,11.26,Cet,39,Radial Velocity,2011
HD 38529 b,Hot,Jovian,hydrogen-rich,non-habitable,10.14,Ori,39.28,Radial Velocity,2000
HD 38529 c,Warm,Jovian,hydrogen-rich,non-habitable,10.7,Ori,39.28,Radial Velocity,2002
2M 0219-39 b,Cold,Jovian,hydrogen-rich,non-habitable,16.13,For,39.4,Imaging,2015
30 Ari B b,Hot,Jovian,hydrogen-rich,non-habitable,11.58,Ari,39.4,Radial Velocity,2009
HD 10180 c,Hot,Neptunian,metals-rich,non-habitable,4.04,Hyi,39.4,Radial Velocity,2010
HD 10180 d,Hot,Neptunian,metals-rich,non-habitable,3.89,Hyi,39.4,Radial Velocity,2010
HD 10180 e,Hot,Neptunian,metals-rich,non-habitable,5.02,Hyi,39.4,Radial Velocity,2010
HD 10180 f,Hot,Neptunian,metals-rich,non-habitable,4.94,Hyi,39.4,Radial Velocity,2010
HD 10180 g,Warm,Neptunian,metals-rich,non-habitable,4.76,Hyi,39.4,Radial Velocity,2010
HD 10180 h,Cold,Jovian,hydrogen-rich,non-habitable,6.83,Hyi,39.4,Radial Velocity,2010
HD 28185 b,Warm,Jovian,hydrogen-rich,non-habitable,11.68,Eri,39.4,Radial Velocity,2001
HR 8799 b,Cold,Jovian,hydrogen-rich,non-habitable,13.44,Peg,39.4,Imaging,2008
HR 8799 c,Cold,Jovian,hydrogen-rich,non-habitable,14.56,Peg,39.4,Imaging,2008
HR 8799 d,Cold,Jovian,hydrogen-rich,non-habitable,13.44,Peg,39.4,Imaging,2008
HR 8799 e,Cold,Jovian,hydrogen-rich,non-habitable,11.61,Peg,39.4,Imaging,2010
HD 114762 b,Hot,Jovian,hydrogen-rich,non-habitable,11.52,Com,39.46,Radial Velocity,1989
HD 90156 b,Hot,Neptunian,metals-rich,non-habitable,4.5,Hya,39.6,Radial Velocity,2009
HD 89744 b,Hot,Jovian,hydrogen-rich,non-habitable,11.62,UMa,40,Radial Velocity,2000
HD 89744 c,Hot,Jovian,hydrogen-rich,non-habitable,11.59,UMa,40,Radial Velocity,2013
beta Umi b,Hot,Jovian,hydrogen-rich,non-habitable,11.68,UMi,40.14,Radial Velocity,2014
HD 98649 b,Cold,Jovian,hydrogen-rich,non-habitable,11.68,Crt,40.3,Radial Velocity,2011
HD 6434 b,Hot,Jovian,hydrogen-rich,non-habitable,8.28,Phe,40.32,Radial Velocity,2000
HD 49674 b,Hot,Neptunian,metals-rich,non-habitable,10.98,Aur,40.7,Radial Velocity,2002
HD 77338 b,Hot,Jovian,hydrogen-rich,non-habitable,8.84,Pyx,40.75,Radial Velocity,2012
HD 213240 b,Warm,Jovian,hydrogen-rich,non-habitable,11.68,Gru,40.75,Radial Velocity,2001
HD 285507 b,Hot,Jovian,hydrogen-rich,non-habitable,10.11,Tau,41.3,Radial Velocity,2013
HD 103720 b,Hot,Jovian,hydrogen-rich,non-habitable,9.31,Vir,41.6,Radial Velocity,2014
HD 102117 b,Hot,Jovian,metals-rich,non-habitable,6.48,Cen,42,Radial Velocity,2004
HD 222582 b,Warm,Jovian,hydrogen-rich,non-habitable,11.66,Aqr,42,Radial Velocity,1999
K2-3 b,Hot,Superterran,metals-rich,non-habitable,2.18,Leo,42,Transit,2016
K2-3 c,Hot,Superterran,metals-rich,non-habitable,1.85,Leo,42,Transit,2016
K2-3 d,Warm,Terran,hydrogen-rich,non-habitable,1.53,Leo,42,Transit,2016
BD-08 2823 b,Hot,Neptunian,metals-rich,non-habitable,4.16,Sex,42.2,Radial Velocity,2009
BD-08 2823 c,Warm,Jovian,hydrogen-rich,non-habitable,7.9,Sex,42.2,Radial Velocity,2009
HD 93385 b,Hot,Superterran,metals-rich,non-habitable,1.9,Vel,42.2,Radial Velocity,2011
HD 93385 c,Hot,Neptunian,metals-rich,non-habitable,3.71,Vel,42.2,Radial Velocity,2011
HD 166724 b,Cold,Jovian,hydrogen-rich,non-habitable,11.63,CrA,42.3,Radial Velocity,2011
HD 283668 b,Cold,Jovian,hydrogen-rich,non-habitable,9.14,Tau,42.3,Radial Velocity,2016
HD 27894 b,Hot,Jovian,hydrogen-rich,non-habitable,9.46,Ret,42.37,Radial Velocity,2005
HD 27894 c,Hot,Jovian,metals-rich,non-habitable,6.36,Ret,42.37,Radial Velocity,2017
HD 27894 d,Cold,Jovian,hydrogen-rich,non-habitable,11.68,Ret,42.37,Radial Velocity,2017
HD 86226 b,Cold,Jovian,hydrogen-rich,non-habitable,10.92,Hya,42.48,Radial Velocity,2010
HD 41004 A b,Cold,Jovian,hydrogen-rich,non-habitable,11.46,Pic,42.5,Radial Velocity,2004
HD 147018 b,Hot,Jovian,hydrogen-rich,non-habitable,11.32,TrA,42.96,Radial Velocity,2009
HD 147018 c,Cold,Jovian,hydrogen-rich,non-habitable,11.68,TrA,42.96,Radial Velocity,2009
HD 155358 b,Hot,Jovian,hydrogen-rich,non-habitable,9.96,Her,43,Radial Velocity,2007
HD 155358 c,Hot,Jovian,hydrogen-rich,non-habitable,9.89,Her,43,Radial Velocity,2007
HD 41004 B b,Hot,Jovian,hydrogen-rich,non-habitable,11.87,Pic,43.03,Radial Velocity,2004
HD 168746 b,Hot,Jovian,metals-rich,non-habitable,7.1,Ser,43.12,Radial Velocity,2002
HD 83443 b,Hot,Jovian,metals-rich,non-habitable,11.65,Vel,43.54,Radial Velocity,2002
HD 20003 b,Hot,Neptunian,metals-rich,non-habitable,3.92,Hyi,43.8,Radial Velocity,2011
HD 20003 c,Hot,Neptunian,metals-rich,non-habitable,4.07,Hyi,43.8,Radial Velocity,2011
HD 4113 b,Warm,Jovian,hydrogen-rich,non-habitable,10.97,Scl,44,Radial Velocity,2007
HD 37605 b,Hot,Jovian,hydrogen-rich,non-habitable,11.53,Ori,44,Radial Velocity,2004
HD 37605 c,Cold,Jovian,hydrogen-rich,non-habitable,11.61,Ori,44,Radial Velocity,2012
HD 215497 b,Hot,Superterran,metals-rich,non-habitable,1.77,Tuc,44,Radial Velocity,2009
HD 215497 c,Cold,Jovian,hydrogen-rich,non-habitable,7.9,Tuc,44,Radial Velocity,2009
HD 8574 b,Hot,Jovian,hydrogen-rich,non-habitable,11.31,Psc,44.2,Radial Velocity,2003
HD 13931 b,Cold,Jovian,hydrogen-rich,non-habitable,11.19,And,44.2,Radial Velocity,2010
HD 196067 b,Cold,Jovian,hydrogen-rich,non-habitable,11.67,Oct,44.3,Radial Velocity,2011
HD 121504 b,Hot,Jovian,hydrogen-rich,non-habitable,10.61,Cen,44.37,Radial Velocity,2003
HD 17674 b,Warm,Jovian,hydrogen-rich,non-habitable,10.01,Ari,44.5,Radial Velocity,2017
HD 220689 b,Cold,Jovian,hydrogen-rich,non-habitable,10.37,Aqr,44.6,Radial Velocity,2011
HIP 91258 b,Hot,Jovian,hydrogen-rich,non-habitable,10.39,Dra,44.9,Radial Velocity,2013
HD 187085 b,Warm,Jovian,hydrogen-rich,non-habitable,9.71,Sgr,44.98,Radial Velocity,2006
eps Tau b,Hot,Jovian,hydrogen-rich,non-habitable,11.67,Tau,45,Radial Velocity,2007
HD 208487 b,Hot,Jovian,hydrogen-rich,non-habitable,8.41,Gru,45,Radial Velocity,2004
HIP 5158 b,Cold,Jovian,hydrogen-rich,non-habitable,10.86,Cet,45,Radial Velocity,2009
HIP 5158 c,Cold,Jovian,hydrogen-rich,non-habitable,11.27,Cet,45,Radial Velocity,2010
HD 175607 b,Hot,Superterran,metals-rich,non-habitable,1.93,Pav,45.27,Radial Velocity,2015
HD 27631 b,Cold,Jovian,hydrogen-rich,non-habitable,10.87,Hor,45.5,Radial Velocity,2011
EPIC-210490365 b,Hot,Neptunian,metals-rich,non-habitable,3.43,Tau,45.7,Primary Transit,2015
K2-25 b,Hot,Neptunian,metals-rich,non-habitable,3.43,Tau,45.7,Transit,2016
HD 3167 b,Hot,Terran,metals-rich,non-habitable,1.7,Psc,45.8,Primary Transit,2016
HD 3167 c,Hot,Superterran,metals-rich,non-habitable,3.01,Psc,45.8,Primary Transit,2016
HD 3167 d,Hot,Superterran,metals-rich,non-habitable,1.8,Psc,45.8,Radial Velocity,2017
91 Aqr b,Hot,Jovian,hydrogen-rich,non-habitable,11.59,Aqr,45.9,Radial Velocity,2003
HD 202206 Bb,Warm,Jovian,,non-habitable,,Cap,46.34,Radial Velocity,2002
HD 202206 c,Cold,Jovian,hydrogen-rich,non-habitable,11.08,Cap,46.34,Radial Velocity,2004
HD 34445 b,Warm,Jovian,hydrogen-rich,non-habitable,9.82,Ori,46.5,Radial Velocity,2004
HD 24040 b,Cold,Jovian,hydrogen-rich,non-habitable,11.66,Tau,46.51,Radial Velocity,2006
HD 178911 B b,Hot,Jovian,hydrogen-rich,non-habitable,11.68,Lyr,46.73,Radial Velocity,2001
nu Oph b,Hot,Jovian,hydrogen-rich,non-habitable,10.68,Oph,46.8,Radial Velocity,2004
nu Oph c,Hot,Jovian,hydrogen-rich,non-habitable,10.48,Oph,46.8,Radial Velocity,2010
HD 196050 b,Cold,Jovian,hydrogen-rich,non-habitable,11.53,Pav,46.9,Radial Velocity,2002
HD 133131 A b,Warm,Jovian,hydrogen-rich,non-habitable,10.85,Lib,47,Radial Velocity,2016
HD 133131 A c,Cold,Jovian,hydrogen-rich,non-habitable,8.75,Lib,47,Radial Velocity,2016
HD 133131 B b,Cold,Jovian,hydrogen-rich,non-habitable,11.45,Lib,47,Radial Velocity,2016
HD 185269 b,Hot,Jovian,hydrogen-rich,non-habitable,10.16,Cyg,47,Radial Velocity,2006
HD 209458 b,Hot,Jovian,metals-rich,non-habitable,15.46,Peg,47,Primary Transit,1999
HD 984 b,Cold,Jovian,,non-habitable,,Cet,47.1,Imaging,2017
2M 0103-55(AB) b,Cold,Jovian,hydrogen-rich,non-habitable,11.4,Phe,47.2,Imaging,2013
HD 50499 b,Cold,Jovian,hydrogen-rich,non-habitable,11.09,Pup,47.26,Radial Velocity,2005
AB Pic b,Cold,Jovian,hydrogen-rich,non-habitable,11.37,Pic,47.3,Imaging,2005
HD 204313 b,Cold,Jovian,hydrogen-rich,non-habitable,11.67,Cap,47.37,Radial Velocity,2009
HD 204313 c,Hot,Neptunian,metals-rich,non-habitable,4.45,Cap,47.37,Radial Velocity,2011
HD 204313 d,Cold,Jovian,hydrogen-rich,non-habitable,11.06,Cap,47.37,Radial Velocity,2012
GU Psc b,Cold,Jovian,hydrogen-rich,non-habitable,15.12,Psc,48,Imaging,2014
HR 7329 b,,Jovian,,non-habitable,10.01,Tel,48,Imaging,2000
HD 143105 b,Hot,Jovian,metals-rich,non-habitable,10.6,Dra,48.7,Radial Velocity,2016
BD+24 4697 b,Warm,Jovian,hydrogen-rich,non-habitable,9.15,Peg,48.8,Radial Velocity,2016
HD 20868 b,Warm,Jovian,hydrogen-rich,non-habitable,11.25,For,48.9,Radial Velocity,2008
HD 45350 b,Warm,Jovian,hydrogen-rich,non-habitable,11.14,Aur,49,Radial Velocity,2004
HD 79498 b,Cold,Jovian,hydrogen-rich,non-habitable,10.76,Cnc,49,Radial Velocity,2012
HD 220773 b,Cold,Jovian,hydrogen-rich,non-habitable,10.87,Peg,49,Radial Velocity,2012
HD 222155 b,Cold,Jovian,hydrogen-rich,non-habitable,11.21,And,49.1,Radial Velocity,2012
HD 103197 b,Hot,Neptunian,metals-rich,non-habitable,5.39,Cen,49.3,Radial Velocity,2009
HD 108341 b,Cold,Jovian,hydrogen-rich,non-habitable,11.62,Mus,49.4,Radial Velocity,2014
HD 153950 b,Warm,Jovian,hydrogen-rich,non-habitable,11.51,Sco,49.6,Radial Velocity,2008
HD 72659 b,Cold,Jovian,hydrogen-rich,non-habitable,11.58,Hya,49.8,Radial Velocity,2002
BD+14 4559 b,Warm,Jovian,hydrogen-rich,non-habitable,10.89,Peg,50,Radial Velocity,2009
HD 167042 b,Hot,Jovian,hydrogen-rich,non-habitable,11,Dra,50,Radial Velocity,2007
HD 187123 b,Hot,Jovian,metals-rich,non-habitable,8.93,Cyg,50,Radial Velocity,1998
HD 187123 c,Cold,Jovian,hydrogen-rich,non-habitable,11.25,Cyg,50,Radial Velocity,1998
WASP-69 b,Hot,Jovian,metals-rich,non-habitable,11.84,Aqr,50,Primary Transit,2011
HD 330075 b,Hot,Jovian,metals-rich,non-habitable,11.87,Nor,50.2,Radial Velocity,2004
HD 171238 b,Cold,Jovian,hydrogen-rich,non-habitable,11.48,Sgr,50.28,Radial Velocity,2009
HD 44219 b,Warm,Jovian,hydrogen-rich,non-habitable,9.17,Mon,50.43,Radial Velocity,2009
HD 211847 b,Cold,Jovian,hydrogen-rich,non-habitable,10.99,Gru,50.6,Radial Velocity,2011
HD 12484 b,Hot,Jovian,hydrogen-rich,non-habitable,11.56,Psc,51.1,Radial Velocity,2016
HD 107148 b,Hot,Jovian,metals-rich,non-habitable,6.9,Vir,51.3,Radial Velocity,2006
PZ Tel b,Cold,Jovian,hydrogen-rich,non-habitable,8.81,Tel,51.49,Imaging,2010
kappa And b,Cold,Jovian,hydrogen-rich,non-habitable,13.44,And,51.6,Imaging,2013
HD 23596 b,Warm,Jovian,hydrogen-rich,non-habitable,11.65,Per,52,Radial Velocity,2002
HD 164509 b,Warm,Jovian,hydrogen-rich,non-habitable,8.75,Oph,52,Radial Velocity,2011
HD 41248 c,Hot,Superterran,metals-rich,non-habitable,1.82,Pic,52.38,Other,2013
2M 1207-39 b,Cold,Jovian,hydrogen-rich,non-habitable,11.66,Cen,52.4,Imaging,2004
HD 8535 b,Cold,Jovian,hydrogen-rich,non-habitable,9.51,Phe,52.5,Radial Velocity,2009
HD 188015 b,Warm,Jovian,hydrogen-rich,non-habitable,10.66,Vul,52.6,Radial Velocity,2004
